City,Hotel Name,Reviewer Name,Reviewer Nationality,Duration,Check-in Date,Travel Type,Room Type,Review Date,Positive Review,Negative Review
"Al Dora Resort All Inclusive Hotel (Hotel), Hurghada (Egypt) deals",Al Dora Resort All Inclusive Hotel,Zhanna,Belarus,7 nights · ,January 2025,Couple,Deluxe Double or Twin Room with City View,Reviewed: 21 January 2025,"Понравилось всё 
Чисто, аккуратно, мебель новенькая, не потрепаная скажем…. Персонал вежливый, улыбчивый, территория маленькая, аккуратная, красивая. Все располагает к приятному времяпровождению.",по вечерам не хватало шоу программы.
"Al Dora Resort All Inclusive Hotel (Hotel), Hurghada (Egypt) deals",Al Dora Resort All Inclusive Hotel,Alina,Germany,8 nights · ,January 2025,Family,Superior Triple Room,Reviewed: 26 January 2025,Кухня и персонал,"Холодный басейн!
Для зимы нужен бассейн с подогревом."
"Al Dora Resort All Inclusive Hotel (Hotel), Hurghada (Egypt) deals",Al Dora Resort All Inclusive Hotel,Orsatti,Italy,2 nights · ,January 2025,Couple,Deluxe Double or Twin Room with City View,Reviewed: 18 January 2025,La camera era pulita e abbastanza nuova (a parte il bagno). Colazione varia e pasti buoni.,"La location da fuori appare abbastanza vecchia e non troppo curata, la posizione obbliga a prendere un taxi per raggiungere la marina, la spiaggia non troppo carina rispetto ad altre che abbiamo visto nei dintorni. La struttura sembra ancora in costruzione quindi ci sono buoni margini di miglioramento."
"Palm Royale Resort - Soma Bay (Resort), Hurghada (Egypt) deals",Palm Royale Resort - Soma Bay,Hesham,Saudi Arabia,5 nights · ,July 2024,Family,Family Room (2 Adults + 2 Children),Reviewed: 3 August 2024,"I had the pleasure of staying at Palm Royal in Soma Bay, for second time and it was an unforgettable experience! From the moment I arrived, I was greeted with warm hospitality and exceptional service. The staff were incredibly attentive and always went above and beyond to ensure my stay was comfortable and enjoyable.

The rooms were spacious, clean, and beautifully decorated, offering stunning views of the Red Sea. The private beach was pristine, and the crystal-clear waters were perfect for snorkeling and other water activities.

The dining options were superb, with a variety of restaurants serving delicious international and local cuisine. Each meal was a culinary delight, and the chefs were accommodating to special dietary needs.

One of the highlights of my stay was the array of activities available. Whether it was lounging by the pool, engaging in water sports, or exploring the nearby attractions, there was always something to do.

Overall, Palm Royal in Soma Bay exceeded all my expectations. It’s the perfect destination for relaxation, adventure, and unparalleled luxury. I can’t wait to return and highly recommend it to anyone looking for a memorable vacation in Egypt.",Nothing
"Palm Royale Resort - Soma Bay (Resort), Hurghada (Egypt) deals",Palm Royale Resort - Soma Bay,Magdalena,Austria,8 nights · ,December 2024,Family,Superior Double or Twin Room,Reviewed: 3 February 2025,"Nice hotel to relax a week at the Red Sea. Kite/Wind Surfing Station directly next to it, which is awesome. The Buffet is also really good. We will come again 😊",No Negative Feedback
"Palm Royale Resort - Soma Bay (Resort), Hurghada (Egypt) deals",Palm Royale Resort - Soma Bay,Monika,Lithuania,4 nights · ,January 2025,Solo traveller,Superior Double or Twin Room,Reviewed: 31 January 2025,"In a restaurant there is for only adults area.
Fatina - great do massage! Recommended 
There is a lot of choice of food but not beverages.","Overpriced, updated
Spa treatment can be improved (can be choice of oils and more warm in room)
There were works in hotel and they check in my room opposite that area where was most noisy- hotel was 20% full.
Bad coffee and orange juice taste like multivitamins juice"
"Palm Royale Resort - Soma Bay (Resort), Hurghada (Egypt) deals",Palm Royale Resort - Soma Bay,Kamal,Switzerland,9 nights · ,January 2025,Family,Family Room (2 Adults + 2 Children),Reviewed: 3 January 2025,Excellent hotel and very kind staff,No Negative Feedback
"Palm Royale Resort - Soma Bay (Resort), Hurghada (Egypt) deals",Palm Royale Resort - Soma Bay,Izabela,Poland,1 night · ,December 2024,Solo traveller,Superior Double or Twin Room,Reviewed: 16 December 2024,Nice resort with very beautiful gardens and a lot facilities. Very specious rooms with spectacular views. Mini bar with a lot of choices of cold drinks. Hotel decorated with nice Christmas decorations. Cosy lobby with nice round bar. Staff at the reception very helpful especially Walid I came only for 1 night he made his very best to facilitate check in to my room as soon as possible. The staff at lobby bar also very friendly. I also appreciated the driver who took me to the airport very friendly fantastic driver. Nice location 45 minutes away from HRG airport -shuttle was inclusive in a room price fast internet nice quiet beach and a lot of facilities swimming pools with warm water SPA restaurants a la cart I had really nice stay. Great choice of food a variety of options,Not much to say I was disappointed in service of the staff at the restaurant was not as friendly and helpful compared to staff from reception and lobby bar its big difference in service. Alcohol drinks and wine not really drinkable only beer was ok
"Palm Royale Resort - Soma Bay (Resort), Hurghada (Egypt) deals",Palm Royale Resort - Soma Bay,Eric,Czech Republic,14 nights · ,November 2024,Family,Superior Double or Twin Room with Sea View,Reviewed: 1 December 2024,"Amazing setting, food, our room with seaview had a perfect view and balcony.The service was nice and efficient.",No Negative Feedback
"Palm Royale Resort - Soma Bay (Resort), Hurghada (Egypt) deals",Palm Royale Resort - Soma Bay,Alexandra,United Kingdom,8 nights · ,November 2024,Couple,Superior Double or Twin Room,Reviewed: 27 November 2024,The hotel is absolutely stunning and in the best location! The beachfront is beautiful and our hotel room was great! We also loved the foyer and the atrium bar. The staff was also great and so helpful. The water was so clear too it was amazing.,Nothing we had an amazing stay!
"Palm Royale Resort - Soma Bay (Resort), Hurghada (Egypt) deals",Palm Royale Resort - Soma Bay,Elena,Italy,3 nights · ,November 2024,Couple,Superior Double or Twin Room,Reviewed: 27 November 2024,"Beautiful Place, kind and helpful staff, amazing sea and good food.",No Negative Feedback
"Palm Royale Resort - Soma Bay (Resort), Hurghada (Egypt) deals",Palm Royale Resort - Soma Bay,Veronica,France,3 nights · ,October 2024,Solo traveller,Superior Double or Twin Room,Reviewed: 27 October 2024,"The staff , every member and especially the receptions managers Hakim , they are all amazing , professional helpful.. lovely!",No Negative Feedback
"Palm Royale Resort - Soma Bay (Resort), Hurghada (Egypt) deals",Palm Royale Resort - Soma Bay,Gabriel,Australia,6 nights · ,October 2024,Family,Superior Double or Twin Room,Reviewed: 21 October 2024,Location by the beach,"Rules for different dining areas, confusing to follow."
"Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View (Apartment), Hurghada (Egypt) deals",Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View,Martina,Germany,1 night · ,December 2024,Group,Three-Bedroom Apartment,Reviewed: 13 December 2024,"Soma Bay is a stunning coastal resort renowned for its breathtaking natural beauty and luxurious amenities.

We often like to spend our vacations in a hotel in Soma Bay because we love the area. During our recent stay, we decided to extend our trip by one more night, so we booked this apartment as it was much cheaper than staying in the hotel.

I must say, it was an exceptional experience. The apartment was very spacious, immaculately clean, well-maintained, and beautifully furnished with brand new furniture and a well-equipped kitchen, offering all the conveniences one could ask for. It truly felt like a home away from home. We also loved the pool table on the terrace. The location of the apartment was fantastic, with a stunning panoramic view of the sea.

Additionally, we had free access to the “S.CAPE” beach and the heated swimming pool downstairs, which was a wonderful bonus, providing a perfect spot for relaxation and water activities.

Our host, Midu, was incredibly helpful and welcoming, ensuring that our stay was comfortable and enjoyable. He also offered us a transfer to the airport with an SUV for a very affordable price, which we accepted.


Overall, I highly recommend this apartment to anyone looking for a memorable stay in Soma Bay. It truly exceeded our expectations in every way. We cannot wait to come back! and we will not book a hotel this time we will book this amazing apartment😍.",No Negative Feedback
"Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View (Apartment), Hurghada (Egypt) deals",Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View,Noran,Egypt,5 nights · ,December 2024,Family,Three-Bedroom Apartment,Reviewed: 2 January 2025,very clean and well stuffed,No Negative Feedback
"Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View (Apartment), Hurghada (Egypt) deals",Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View,Mosleh,Denmark,3 nights · ,December 2024,Family,Three-Bedroom Apartment,Reviewed: 23 December 2024,It was clean and tidy. Mohammed who welcomed us made our trip fantastic and comfortable. both with help with the facilities in the apartment but also in the area with a quick tour of the entire area. The best recommendations from here.,No Negative Feedback
"Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View (Apartment), Hurghada (Egypt) deals",Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View,Sp,Germany,8 nights · ,December 2024,Couple,Three-Bedroom Apartment,Reviewed: 8 December 2024,"Nice view and good equipped apartment. 
Attracive discounts for restaurants and activities during the stay for soma breeze guests.
Suggest to use the offer to go to supermarket on the way to apartment and to buy food for minimum one week.",Everything was perfect.
"Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View (Apartment), Hurghada (Egypt) deals",Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View,Tahir,United Kingdom,1 night · ,November 2024,Couple,Three-Bedroom Apartment,Reviewed: 23 November 2024,"I have visited the red sea many times and this is the best place we have stayed. The views are unbelievable and the balcony is a perfect place for family and friends to relax and enjoy 😍

Apartment was modern, clean and had everything we needed. Swimming pool was heated and the snorkeling location was very close by as well and the marina.

We will definitely stay here again.",Why did I not book it for longer 😁
"Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View (Apartment), Hurghada (Egypt) deals",Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View,Omnia,Egypt,4 nights · ,October 2024,Group,Three-Bedroom Apartment,Reviewed: 19 October 2024,"It is exactly like the pictures, perfect! Beautiful, cozy and the vibes in the house were great! We stayed in the balcony most of the time when we were in the house, the view was amazing and the pool table was a plus for sure! The whole family enjoyed the stay 😍😍😍 This is the place I will stay whenever I go to Soma again ❤️",No Negative Feedback
"Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View (Apartment), Hurghada (Egypt) deals",Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View,Xin,China,1 night · ,September 2024,Group,Three-Bedroom Apartment,Reviewed: 10 October 2024,"The view of the room is great, with a view of the golf course and the sea. The room is very new, bright and spacious, and it is also very close to Soma Bay. The kitchen supplies are very complete and suitable for long-term living.","The room is on the second floor and there is no elevator upstairs. Our luggage is heavy and inconvenient. In addition, the room lacks some basic facilities such as shampoo, shower gel, etc"
"Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View (Apartment), Hurghada (Egypt) deals",Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View,Konstantin,United Arab Emirates,5 nights · ,September 2024,Group,Three-Bedroom Apartment,Reviewed: 26 September 2024,"Location, balcony, style","Small issues, like some things were broken. Not very clean(clean but no to the great point)"
"Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View (Apartment), Hurghada (Egypt) deals",Soma Bay - Luxury 3 Bed Penthouse with Panoramic Sea View,Sarfraz,United Kingdom,1 night · ,September 2024,Couple,Three-Bedroom Apartment,Reviewed: 24 September 2024,"This apartment is one of the best in Soma Bay. It is very spacious, modern, clean, well decorated and has amazing panoramic sea views overlooking the best golf courses in the bay. 
The small details like comfortable mattresses and having chargers next to the beds were great. Also, the outdoor swimming pool is heated so can be used anytime of year. Soma bay is a fantastic location with loads to do and explore - we spent most of our time at the pier which has the best snorkeling location in Soma and is only 5 mins away from the apartment. 
I recommend hiring a golf car for your time here so you can get around easily, make the most of the Bay and explore the area as there are many activities for couples and families. 
Highly recommend, would definitely visit again.",No Negative Feedback
